,inputs1,inputs2,labels
13145,I went to buy a coffee.,"I went to buy a coffee. It was cold, I had to warm it in the microwave.",0
13146,I tried to identify a burgler when I went to see a lineup. I saw the person I fingered in the hall outside and he made a slashing motion to his neck.,"I tried to identify a burgler when I went to see a lineup. I was split between two options, equally unsure.",1
13147,I went to the park today. It was very cloudy out and kind of cold.,I went to the park today. It ended up raining and I got soaked walking back home.,0
13148,I had to take out the trash today for my house.,I had my brother take out the trash today for my house.,1
13149,I tried to install anti-virus on my computer. I couldn't afford the software.,"I tried to install anti-virus on my computer. I ruined the operating system, and need a new computer now.",0
13150,I made tacos for lunch. They were as i expected.,"I made tacos for lunch. They were better than i expected,",1
13151,My dog died from cancer. The dog infected my cat before it died.,My dog died from cancer. The dog made the entire family sick before it died.,0
13152,I went to the Opera.,I went to the Opera. I cried at the passion delivered.,1
13153,I painted my car at home by myself.,I painted my car at home by myself. The color didn't match the trim pieces.,0
13154,I was making steak for dinner on the stove but I overcooked it and set off the fire alarm.,I was making steak for dinner on the stove but when I took the steak off the burner it was undercooked.,1
13155,"I tried to train for a marathon, trying to push myself. I ran up a tall hill, going fast.","I tried to train for a marathon, trying to push myself. I walked around my block twice.",0
13156,I volunteered to work with refugees at the refugee camp.,I volunteered to work with refugees at the refugee camp. I was able to help several people find new homes.,1
13157,"I had a window seat on the plane, and looked at the clouds.","I had a window seat on the plane, and the person next to me was snoring.",0
13158,I went to a baseball game with my friends. My team lost but we still had fun.,"I went to a baseball game with my friends. My favourite team won, we had fun.",1
13159,I went to visit the zoo. I didn't get to the see all of the animals but I saw my favorite one.,I went to visit the zoo. I didn't get to see many animals because the zoo closed early.,0
13160,I was working my my barn on the farm. There was a musty smell in the air.,I was working my my barn on the farm.,1
13161,I sat down with my family to eat a Roast Turkey that had been cooking all morning.,I sat down with my family to eat a Roast made of soybean that had been cooking all morning.,0
13162,I couldn't finish my food because it was spoiled.,"I couldn't finish my food, so I got it to go.",1
13163,I tried to become an adult film star. The actress that I met just laughed when I took my clothes off.,I tried to become an adult film star. I caught a serious disease while working.,0
13164,The dentist told me that I would need to have one tooth extracted.,The dentist told me that I would need to get one cavity filled.,1
13165,I have a mailman who is always dependable.,I have a mailman who is often dependable.,0
13166,I opened a new box of cereal. There was a small toy inside of the box.,I opened a new box of cereal. I found out that I had won a sweepstakes for ten-thousand dollars.,1
13167,I bought a shirt at the mall.,"I bought a shirt at the mall. My friend didn't like the shirt, but i liked it.",0
13168,"I preheated the oven. I forgot I put it on, reached my hand in and I got burned.",I preheated the oven. I forgot I already had some food in the oven and it burned.,1
13169,I went to the restaurant and got a rack of ribs fully cooked just for me. ,I went to the restaurant and got a rack of ribs that I had to cook myself. ,0
13170,I took a bath to relax because I had a migraine.,I took a bath to relax because I was tired.,1
13171,I am baking banana bread. It is a little burnt.,"I am baking banana bread. Its very burnt, it’s disgusting.",0
13172,I flew a kite on the beach. The wind was so low the kite flew dangerously low.,I flew a kite on the beach.,1
13173,I called my boss on my day off.,I called my boss on my day off. His wife said he was out of town.,0
13174,I bought a new coffee machine. i’ve used it once,I bought a new coffee machine,1
13175,I have a crush on a girl in my class.,I have a crush on a girl in my class.  The girl told me she has a boyfriend.,0
13176,My favorite restaurant came out with a new burger.  The burger was so terrible I ended up ordering something else. ,My favorite restaurant came out with a new burger.  I told the waitress I wanted the burger well done and she brought it to me medium rare. ,1
13177,"I visited my aunt at the hospital.  My aunt was feeling better, but still a little tired. ",I visited my aunt at the hospital. ,0
13178,I visited a theme park attraction designed like a pirate ship.,I visited a theme park attraction designed like a pirate ship. It was worth the price of admission.,1
13179,I went to look for a new apartment. i found one that i like but it’s a bit far away.,I went to look for a new apartment.,0
13180,I took the school bus to my new school today. I didn't see anyone I know.,I took the school bus to my new school today. I got to see my friend John.,1
13181,I walked to my local graveyard at night and it was well lit and pretty.,I walked to my local graveyard at night and it was poorly lit but pretty.,0
13182,I decided to go out to a nightclub for my 21st birthday.,"I decided to go out to a nightclub for my 21st birthday. I had my first legal beer, and it tasted good.",1
13183,"My mom made me pancakes, eggs, and sausage for breakfast.",My mom made me a bowl of cereal for breakfast.,0
13184,I went shopping for a new suit. The suit split in the crotch when I bent over.,I went shopping for a new suit. The suit I got didn't fit well and I had to return it.,1
13185,I went to get my daily mail from the box. I got a summons for Jury duty.,"I went to get my daily mail from the box. I got the final notice for my late mortage, including a stern threat.",0
13186,I dropped a heavy iron skillet on my foot. It was burning hot and I suffered burns as well as broken bones.,I dropped a heavy iron skillet on my foot. I was barefoot and cracked a toe bone.,1
13187,I went to city hall. I saw younger people getting involved and gaining knowledge on how our city works.,I went to city hall.,0
13188,I put the leash on the dog. The dog had fun and I was able to see the Maple trees.,I put the leash on the dog. I took the dog on a nice walk and we both enjoyed the fresh air and pleasant exercise.,1
13189,I went to the university. I made at least a B the first year.,I went to the university.,0
13190,Everyone at the office said that my chili was way too spicy.,Everyone at the office said that my chili was very savory.,1
13191,My son takes me with him on a trip to a civil war museum.,My son takes me with him on a trip to a civil war museum. I got separated from everyone in the museum.,0
13192,I said bad word and my teacher tried to kill me. ,I said a bad word and my teacher laughed at me. ,1
13193,"I decided to grill steaks for dinner tonight. I was able to find some large, thick, fresh steaks at the grocery store. While I was there, I ran into a friend and invited her over. She said she'd love to come over, and she'd bring wine and dessert.","I decided to grill steaks for dinner tonight. I was able to find some large, thick, fresh steaks at the grocery store.",0
13194,I ate from a new restaurant in town.  The food tasted bland.,I ate from a new restaurant in town.,1
13195,"I adopted a Boa Constrictor from the rescue shelter. He kept trying to get out of the house, poking the walls and making a mess.",I adopted a Boa Constrictor from the rescue shelter. He ate one of my pet rats.,0
13196,I went out in the rain to check the drains. I got soaked and felt very cold.,I went out in the rain to check the drains.,1
13197,I came early from work,I came early from work I lost my job early today,0
13198,"I grabbed my favorite pair of shorts to wear on the first day the weather was warm.  The shorts smelled bad from being stored away all winter, so I had to wash them before I could wear them. ",I grabbed my favorite pair of shorts to wear on the first day the weather was warm. ,1
13199,My favorite band was coming to town for a concert. I won first row tickets through a contest on the radio.,My favorite band was coming to town for a concert. I purchased first row tickets for the concert.,0
13200,I saw an ad in the paper for a job that looked right up my alley.,I saw an ad in the paper for a job that looked right up my alley.  I called the company and was offered an interview.,1
13201,I struck up a conversation with a stranger at the park and misgendered their dog.,I struck up a conversation with a stranger at the park and misgendered their baby.,0
13202,I'm going to the mall because my jeans ripped and I need a new pair.,I'm going to the mall because I'm looking for a new dress for prom.,1
13203,I tried to measure out a cup of water and dribbled some on the counter.,"I tried to measure out a cup of water, but my hands were shaking too much.",0
13204,I call tech support because my laptop was not working properly.  I waited on hold for two hours only to get hung up on. ,I call tech support because my laptop was not working properly. ,1
13205,"I wrote an entire essay, but it wasn't due until next week.","I wrote an entire essay, but it was on the wrong topic.",0
13206,I went for a country drive on Saturday.  I ran out of gas and was stranded for hours.,I went for a country drive on Saturday.  I got lost and it took me longer to get home.,1
13207,I brought a lemonade at the stand but it was nasty. ,I brought a lemonade at the stand but It had a roach in it. ,0
13208,I went to the airport to board. The plane was overbooked and I had to wait an extra half hour to board.,I went to the airport to board.,1
13209,"When I was talking to my friend, I couldn't stop laughing.","When I was in an interview, I couldn't stop laughing.",0
13210,I was listening to the radio.,I was listening to the radio. I received a shout out from a crush.,1
13211,Construction has started on the new grocery store by my house. ,Construction has started on the new grocery store by my house.  The sound of heavy construction equipment has been waking me up early in the morning. ,0
13212,I ordered a coffee at Starbucks. I watched the barista spit in my drink. I called him out on it and he threw it at me.,I ordered a coffee at Starbucks. It tasted like burnt socks.,1
13213,I had a job interview yesterday.,I had a job interview yesterday. I got to the interview ten minutes late.,0
13214,I switched my cat to a new brand of catfood. She threw it up all over my bed.,I switched my cat to a new brand of catfood. It makes her litter box smell strange.,1
13215,I made goat cheese at home. It was aged perfectly and my family enjoyed it.,I made goat cheese at home.,0
13216,I made myself a cup of green tea right after I got to work.,I made myself a cup of green tea right after I got to work. I find the routine reassuring.,1
13217,I ordered a sandwich from my favorite deli. I had to stand in line for ten minutes.,I ordered a sandwich from my favorite deli. The clerk had a bad attitude and took 20 minutes to make it.,0
13218,I voted in the Democratic primary.,I voted in the Democratic primary. My preferred candidate won.,1
13219,I decided to try baking sourdough bread. It was denser and chewier than store-bought bread.,I decided to try baking sourdough bread. It tasted like fungus.,0
13220,I had to go to the dentist.,I had to go to the dentist. They gave me a free toothbrush afterwards.,1
13221,I went to the zoo to buy a pet gorilla. ,I went to the zoo but the gorilla's attacked me. ,0
13222,My aunt and I played rummijub and I lost the game and she won the game.,My aunt and I played rummijub and I won the game and she lost the game.,1
13223,It was my first day of school. I was able to add the class I had been waiting to get into for three semesters.,It was my first day of school. I was able to find a parking space near the building of my first class.,0
13224,I spent the weekend at the hunting cabin and it rained.,I spent the weekend at the hunting cabin and got away from it all.,1
13225,I gave my razor to my brother so he could shave. ,I gave my razor to my brother so he could shave.  My brother's skin was irritated by my razor.,0
13226,I went to a radio station promotion in a shopping center.,I went to a radio station promotion in a shopping center. I put my name in the raffle.,1
13227,My mother saw my teacher late yesterday ,My mother couldn't see my teacher late yesterday ,0
13228,I discovered termites in my home. I had to call a pest company.,I discovered termites in my home.,1
13229,I went to my neighborhood convenience store today. I saw that they had a large variety of candy in stock.,I went to my neighborhood conveience store today. i saw that they had a couple types of candy in stock.,0
13230,"I moved into my first apartment, although it was run-down and I had to share it with a roommate. ","I moved into my first apartment, although it was run-down, it was still my own. ",1
13231,I went to get my bus pass at the University. I saw some friends and waved them from afar.,I went to get my bus pass at the University.,0
13232,My brother takes me to the dance club.,My brother takes me to the dance club. I made man new friends.,1
13233,I went to the salvage yard to get a part for my car.  They had the part I needed but it was not even close to the same color of my car. ,I went to the salvage yard to get a part for my car.  They did not have the part I needed. ,0
13234,I fell out of a tree.,I fell out of a tree. I was able to grab onto a branch before I hit the ground.,1
13235,"Our school applied for a grant to upgrade our school's theater. We were successful, and now we're regionally famous for our excellent drama program.","Our school applied for a grant to upgrade our school's theater. We were successful, and the drama club is very appreciative.",0
13236,I went to a meeting at my son's school. I was warned that if he acts up once more he'll be expelled.,I went to a meeting at my son's school. I was told that he acted up in class and disrupted the kids there.,1
13237,I visited my mother in her house yesterday.,I visited my mother in her room at the nursing home yesterday.,0
13238,A column of Army ants headed for my steps. The insects nested near my garden.,A column of Army ants headed for my steps.,1
13239,I sold my ipad. I sold it at the same price i bought it.,I sold my ipad.,0
13240,This was my first time at the new supermarket. Their cookies were better than the ones I liked.,This was my first time at the new supermarket. It was the best shopping experience of my life.,1
13241,My friend took me to eat at an all you can eat buffet.,My friend took me to eat at a greasy diner.,0
13242,I was part of a team that unfroze a virus found in a glacier. I published several papers about it.,I was part of a team that unfroze a virus found in a glacier. It revolutionized our understanding of virology.,1
13243,"I started baking bread. It was tasty, not so fluffy.",I started baking bread.,0
13244,I go to the animal shelter. A cat scratched my hand.,I go to the animal shelter.,1
13245,I got a massage from a professional. I earned reward points toward a free massage,I got a massage from a professional,0
13246,"I played basketball with my friend, and I rolled my ankle.","I played basketball with my friend, and I dunked the ball.",1
13247,I entered my Goat in the Dairy Goat show.,I entered my Goat in the Dairy Goat show. We lost the competition.,0
13248,I went into an interview for a job.,I went into an interview for a job. They said I did well and would call me back next week.,1
13249,I went to the convenience store.,I went to the convenience store. Gas costed me about five dollars a gallon.,0
13250,"When my friend and I got to the river, our faces showed elation that the beach was wide and the water was crystal clear, but soon we started swatting mosquitoes.","When my friend and I got to the river, our faces showed elation that the beach was wide and the water was crystal clear, so we sat down to relax.",1
13251,I went camping with my family at Pike's peak in summer.,I went camping with my family at Pike's peak in winter.,0
13252,I started practicing my batting stance.,"I started practicing my batting stance. I feel like im making progress, not sure though.",1
13253,Today at my job at the movie theater I got to watch a free movie.,Today at my job at the movie theater I got to clean up popcorn.,0
13254,My dad brought home a new dog.  The dog pooped all over the yard.,My dad brought home a new dog.  The dog still needs to be trained.,1
13255,I received an unexpected letter in the mail yesterday.,I received an unexpected letter in the mail yesterday. It was a notice from the library regarding my overdue books.,0
13256,I was getting a tattoo. The words on the tattoo were misspelled.,I was getting a tattoo.,1
13257,I did my own home inspection at my house. I see that there is a small water leak that needs to be fixed.,I did my own home inspection at my house. There are shingles loose and the roof is leaking.,0
13258,I carried my hot rolls into the potluck. They sadly were not cooked well.,I carried my hot rolls into the potluck.,1
13259,I bought a new backpack for school. I couldn't fit it in my locker.,I bought a new backpack for school. I put too many textbooks inside and they made a hole in the bottom.,0
13260,I went to buy some furniture. I couldn't find what I had in mind.,I went to buy some furniture.,1
13261,I went to the water park to take my nephews and niece for a full day. ,I went to the water park to get my first assignment for first day of work. ,0
13262,I ran in a 5K last weekend.,I ran in a 5K last weekend. I was able to run the whole race without stopping even once.,1
13263,I visited my grandmas house. I visited my grandmas house and we very awkwardly talked.,I visited my grandmas house. I visited grandmas house and she fell and hurt her hand.,0
13264,I have a daughter who wants to be a groupie.,I have a daughter who wants to be a wife.,1
13265,I went to Hollywood on vacation. I talked to Allan Cumming.,I went to Hollywood on vacation.,0
13266,"I started Mturking last week, i cant get any HITs","I started Mturking last week, i have made some money",1
13267,The teacher answered me when I asked her a question.,The teacher ignored me when I asked her a question.,0
13268,"I designed a new, realistic looking artificial type flower. The flower was featured in a botanical type magazine because of it's realistic beauty.","I designed a new, realistic looking artificial type flower. I won a design award for the blossom, getting fame and physical awards.",1
13269,"I went to the park today. I went on an enjoyable, peaceful walk.",I went to the park today.,0
13270,I went to Starbucks.,I went to Starbucks. They had a new coffee drink.,1
13271,I was pulled over and given a ticket for speeding.,I was pulled over and given a ticket for a DUI.,0
13272,My necklace broke while I was at work.  One of my co-workers saw it fall and picked it up for me. ,My necklace broke while I was at work.  The clasp simply fell of so I was able to fix it when I got home. ,1
13273,I opened up the fridge to pick out a snack. I found my favorite yogurt to eat.,I opened up the fridge to pick out a snack.,0
13274,I always felt too rich to go to a thrift store and I'll never go inside of one.,I always felt too rich to go to a thrift store but I now know I was missing out.,1
13275,I was sitting in my dorm.,I was sitting in my dorm. I was all alone in my room.,0
13276,I went to the cider mill with my kids. ,I went to the cider mill with my kids.  We saw how cider is made from apples. ,1
13277,"While moving to my new house, the safe that was in the moving truck got jostled around, preventing it from unlocking when I unpacked it. ","While moving to my new house, the safe that was in the moving truck got jostled around, preventing it from unlocking when I unpacked it.  I was never able to recover the contents of the safe. ",0
13278,I tripped and fell down the stairs at school.,I tripped and fell down the stairs at school. A classmate helped me up.,1
13279,I baked some garlic bread. It was fluffy and tasty.,I baked some garlic bread. It tasted a bit plain.,0
13280,"I had to escape from the abandoned house. The floorboards were creaky and unreliable, I feared they'd break.",I had to escape from the abandoned house. The front door was hard to open.,1
13281,"I started a community choir with local members. We ended up performing for the President at the white house, gaining a Youtube following and popularity.",I started a community choir with local members. We were able to perform for several large town events.,0
13282,I started my job cleaning up dog waste. I caught a disease from all the waste.,I started my job cleaning up dog waste. I had a hard time dealing with the smell and damage done to my shoes.,1
13283,I start learning to use a rapier. I win a duel against my training partner.,I start learning to use a rapier.,0
13284,I decided to study architecture. I did well because I have good spatial intelligence.,I decided to study architecture. I did well and felt lucky to find a well-paid major with room for creativity.,1
13285,"I booked a stay at a hotel. I had to cancel my trip, but the hotel would not refund me my money.",I booked a stay at a hotel. I had to cancel my trip and the hotel charged me a cancellation fee.,0
13286,I went into the custodial supply room and accidentally locked myself in.,I went into the custodial supply room and found the cleaner I needed.,1
13287,My friend dared me to deface our school's flag.,My friend dared me to deface our school's flag. I got caught and sent to detention.,0
13288,I trip while walking along the boardwalk with my boyfriend. ,I walk along the boardwalk with my boyfriend. ,1
13289,"I mastered a disappearing act. I drew large crowds and was hired by a theme park, earning good money.",I mastered a disappearing act. people wrote stories about the act.,0
13290,I was aggrieved at our meeting and I had to point out some facts. There was a point of order that needed to be corrected.,I was aggrieved at our meeting and I had to point out some facts.,1
13291,"I was called into a meeting with my child's teacher. I was billed for all the damage he caused by flooding the school bathrooms, the bill was high.",I was called into a meeting with my child's teacher. My child was being charged with assault and was arrested on the spot for an incident.,0
13292,My shoelaces came untied and I tripped over them while walking. ,My shoelaces came untied and I tripped over them while walking.  I managed to catch my balance and not fall. ,1
13293,I cooked breakfast.  I tried a new recipe. it  was okay,I cooked breakfast.,0
13294,I went to my hunting cabin for the weekend. ,I went to my hunting cabin for the weekend.  I ended up getting a ten point buck and taking it home to the family. ,1
13295,I felt that my pants were too tight while reading a book at home.,I felt that my pants were too tight while at an amusement park.,0
13296,I took my clothes to the laundromat because my house flooded.,I took my clothes to the laundromat because my dryer broke.,1
13297,I got some free headphones from the store today.,I bought some headphones from the store today.,0
13298,I directed a play using preschoolers as cast members. I lost my cool and was fired from my job.,I directed a play using preschoolers as cast members. The children kept wandering off and getting into trouble.,1
13299,I broke my leg racing my brother.  The leg will take a year to heal.,I broke my leg racing my brother.  The leg will take two years to heal.,0
13300,I accidentally put the sensitive financial documents in the shredder.,I put the sensitive financial documents in the file cabinet.,1
13301,I bought a Guinea pig for my kids. They played with him the first week.,I bought a Guinea pig for my kids.,0
13302,I stopped drinking alcohol. I just went to the liquor store to buy 3 handles of rum.,"I stopped drinking alcohol. I am doing okay, but my craving are intense",1
13303,I made a new bed for my dachshund with a suitcase I recycled.,I made a new bed for my dachshund with a suitcase I recycled. My dog didnt really use it,0
13304,I went to the mall to go shopping. I went to the food court and tried free samples.,I went to the mall to go shopping. I found out there was a buy one get one free sale at my favorite store.,1
13305,"I had to go get groceries at the store, they had everything I needed.","I had to go get groceries at the store, they did not have anything I needed.",0
13306,My husband and I played scrabble and I lost the game and he won the game.,My husband and I played scrabble and I won the game and he lost the game.,1
13307,"My hair was growing long. My hair was unkempt, making neighbors nervous.","My hair was growing long. My personal grooming was lacking, I had no running water or soap, smelled bad, and became ill.",0
13308,The waiter spilled coke on my white t-shirt. ,The waiter spilled water on my white t-shirt. ,1
13309,I was waiting for the bus. I checked my phone for the next bus and it said it was arriving soon.,I was waiting for the bus. The bus showed up a little late so the bus driver gave me a free ride.,0
13310,I scrubbed my windows with glass cleaner and paper tissue.,I scrubbed my windows with glass cleaner and paper towels.,1
13311,"I made candles at home in my kitchen. I gave many candles to my friends, who loved them.",I made candles at home in my kitchen. I ate by candlelight using my own candles.,0
13312,I took my cat to the vet. They had to take her temperature and she clawed them.,I took my cat to the vet.,1
13313,"When I shoke hands with my boss, he told me that I had a firm grip.","When I shoke hands with my boss, he told me that I had wrinkly fingers.",0
13314,I was talking on my phone as the plane was about to take off. The person I was talking was annoyed I needed to hang up.,I was talking on my phone as the plane was about to take off.,1
13315,"I helped my friend complete the mix on their demo tape. The tape was picked up on local radio, creating a buzz.",I helped my friend complete the mix on their demo tape. The song was popular for a short while.,0
13316,I was riding an ATV with my friend. The ATV broke down and we had to walk two miles.,I was riding an ATV with my friend. We got dirty and muddy.,1
13317,I went  walking around downtown in the city. I ran into a film crew that was filming an action scene for a movie.,I went  walking around downtown in the city.,0
13318,I was at a nightclub with my friends. My friends left me and I didn't have a ride home.,I was at a nightclub with my friends. My friends left me at the club.,1
13319,I went to my high school prom. I danced and ate food.,I went to my high school prom.,0
13320,I held the newspaper over my head as it began to rain.,I held the umbrella over my head as it began to rain.,1
13321,"I decided to make a snowman after the first snow of the year. It was fun, and when I posted the picture on social media I got a ton of likes.","I decided to make a snowman after the first snow of the year. My hands were really cold by the end, but everyone admired the picture on social media.",0
13322,I decided to harvest my own wild mushrooms from the forest. I tasted an unusual mushroom and it made me lose consciencenous.,I decided to harvest my own wild mushrooms from the forest. I tasted a red mushroom and it caused numbness in my lips.,1
13323,I had a red ant colony try to gain entry. I tried to sweep them away.,"I had a red ant colony try to gain entry. They led a large trail through the house, covering much of the rooms.",0
13324,I got ketchup all over my glasses during dinner.,I got water all over my glasses during dinner.,1
13325,My daughter has her recital today.,My daughter has her recital today. We show up a few minutes late.,0
13326,I got a call from the vet today to bring my dog in. The vet told me my dog was sick and needed to be put down.,I got a call from the vet today to bring my dog in. The vet told me my dog was sick and need an expensive treatment.,1
13327,I told my girlfriend I love her. ,I told my girlfriend I love her.  She broke up with me. ,0
13328,I checked my bank account to see if my deposit had come through. I saw that it was completed and sent last night.,I checked my bank account to see if my deposit had come through. I saw that I got four times more than I had initially thought I would.,1
13329,I wore a suit because I was attending a wedding.,I wore a suit because I was attending a funeral.,0
13330,I got a call from the vet today to bring my dog in.,I got a call from the vet today to bring my dog in. The vet told me my dog was healthy.,1
13331,I went to a card shop to by MTG cards. I was able to buy and complete my standard deck.,I went to a card shop to by MTG cards.,0
13332,I started my job cleaning up dog waste. I had to spend a lot of time bending over.,I started my job cleaning up dog waste.,1
13333,My sister took a shower. She cleaned the door when she was done.,My sister took a shower.,0
13334,I was watching the minutes on the clock.,I was watching the minutes on the clock. Lunch time was about to begin.,1
13335,My Dad and I opened up a hamburger shop. ,My Dad and I opened up a can of tuna but it stank.  ,0
13336,I went out through the neighborhood in costume in the middle of summer. ,I went out through the neighborhood in a costume for Halloween.,1
13337,I went to the grand canyon on vacation. I meet my wife while I was there.,I went to the grand canyon on vacation. I got some great shots of the canyon.,0
13338,"I couldn't find my wallet. I think i lost it, i haven't found it.",I couldn't find my wallet.,1
13339,I was listening to the radio. My favorite song came on.,I was listening to the radio.,0
13340,I was renting an apartment on the other side of town. My friend was staying with me.,I was renting an apartment on the other side of town. It was much cheaper than the apartment that I was staying at.,1
13341,"My friend and I were walking to the beach from the car and wanted to get drinks on the way, so I reached into my purse for my wallet.","My friend and I were walking to the beach from the car and wanted to get drinks on the way, but I discovered I'd left my purse in the car.",0
13342,"I decided to hitch hike to the grocery store. The car I stopped couldn't fit my groceries in, I had to leave some behind, costing me.",I decided to hitch hike to the grocery store. I had to ride in the back of a truck during the rain.,1
13343,I gave a sermon at my local church. I got taped and youtube paid to have my tape played on the internet.,I gave a sermon at my local church. Half those listening were saved that day.,0
13344,I decided to wear my grandmother's ruby earrings to a party. They matched my outfit nicely.,I decided to wear my grandmother's ruby earrings to a party. Several people complimented me on their beautiful design.,1
13345,A friend from out of town visited me today.,"A friend from out of town visited me today. A friend from out of town visited me today. He got lost on the way, but he made it to my house okay.",0
13346,"I poured wine into a glass, and it spilled.","I poured wine into a glass, and I gave a toast.",1
13347,I had to go to court. The judge wasn't very happy with me.,I had to go to court. There was a mistrial.,0
13348,"I took the dog for a walk down to the river today.  My dog saw a squirrel run up a tree and pulled me down to the ground, dragging me on the road as he chased after the squirrel. ",I took the dog for a walk down to the river today. ,1
13349,I was surprised because my friend told me my makeup was simply perfect.,I was surprised because my friend told me my makeup was simply done.,0
13350,I went to a meeting at my son's school. I was told that my son needs to improve his test scores.,I went to a meeting at my son's school.,1
13351,My teacher called me to her desk.  My teacher called me to her desk. She gave me a kitkat.,My teacher called me to her desk.,0
13352,I made myself a peanut butter and jelly sandwich.,I made myself a peanut butter and jelly sandwich. I was really hungry and it hit the spot!,1
13353,My roommate and I went swimming in the pool at our apartment complex on the day it opened.  One of the kids in the pool had peed in it. ,My roommate and I went swimming in the pool at our apartment complex on the day it opened.  A small child was swimming and their parent's weren't paying attention so they almost drowned. ,0
13354,I designed a new I phone app. No one would play the app game.,I designed a new I phone app.,1
13355,I attended an art gallery opening.  They were serving a very nice champagne. ,I attended an art gallery opening. ,0
13356,I made a snowman and my sister knocked it over.,I made a snowman and my sister threw a snowball at it.,1
13357,"I started doing clay pottery. I tried doing some mugs but they broke, i have to keep practicing.","I started doing clay pottery. I couldnt get it done, i quit.",0
13358,I went into the living room to say goodbye to my grandpa. I went into the living room to see what my grandpa wanted to eat. ,I went into the living room to say goodbye to my grandpa. I went into the living room to say I love you to my grandpa. ,1
13359,I just received my doctorate in philosophy. I have some interviews lined up for a few jobs.,I just received my doctorate in philosophy.,0
13360,I asked a girl I have feelings for if she wanted to go to a concert with me,I asked a girl I have feelings for if she wanted to go to a concert with me. She agreed to go and we had a fun time,1
13361,I decided to look for bargains on Amazon Prime Day. Amazon was so busy it took a month to get my deliveries.,I decided to look for bargains on Amazon Prime Day. Someone jerk stole my packages off my porch.,0
13362,I harvested potatoes in my garden. I only got a handful.,I harvested potatoes in my garden.,1
13363,"When the time came to take my insulin, I took it out of the fridge.","When the time came to take my insulin, I realized that I was out.",0
13364,I decided to go to a bowling alley. I was able to use my favorite lane.,I decided to go to a bowling alley. I was able to get a personal best score.,1
13365,I decide to build a computer from scratch. I now have the ultimate gaming computer,I decide to build a computer from scratch. I now have a good computer I can use for work.,0
13366,I had a yoga class. I lost my wallet.,I had a yoga class. The instructor was extremely rude.,1
13367,I was making a sandwich.,I was making a sandwich. The bread was stale.,0
13368,I decided to hike up to the waterfall in the woods. It felt good to dip my feet in the water.,I decided to hike up to the waterfall in the woods. The sound of running water helped me relax and feel ready to face the world.,1
13369,I forgot what to do while writing my written driving test.,I forgot what to do while driving during my driving test.,0
13370,I just tasted an aged bottle of beer at my friends.,I just tasted an aged bottle of wine at my friends.,1
13371,I went over to introduce myself to my neighbors for the first time.,I went over to introduce myself to my neighbors for the first time. They seemed like they wanted to keep to themselves.,0
13372,I attended a civil war battle reenactment with my family.,I attended a civil war battle reenactment with my family. Everyone enjoyed the experience.,1
13373,I greeted my son when he came home from school. He told me he loved me and said hello.,I greeted my son when he came home from school.,0
13374,My yoga instructor called to inform me that he'll be cancelling my classes this week.,My yoga instructor called to inform me that she'll be available two more days each week.,1
13375,I forgot my backpack at home.,I forgot my backpack at home.  I was suspended from school.,0
13376,I designed a new food delivery system. I was sued by someone else who thought of it earlier.,I designed a new food delivery system.,1
13377,I will visit a ski resort and my cousin will not ski.,I will visit a ski resort and my cousin will not go.,0
13378,My niece takes me to Mongolian restaurant.,My niece takes me to Mongolian restaurant. The restaurant has fried ice cream.,1
13379,I was dressing to go to a job interview.,I was dressing to go to a job interview. I couldn't find my favorite tie.,0
13380,I was ironing my childs favorite shirt for his first day of the school year. ,I was ironing my childs favorite shirt for his first day of the school year.  He thanked me with such gratitude when he woke up and got his shirt to put on. ,1
13381,I decided to do laundry last night. My favorite shirt shrunk a size.,I decided to do laundry last night. I left a pen in my pocket and ruined all my clothes.,0
13382,I got a new cell phone. I have a shattered screen.,I got a new cell phone. I dropped it several times.,1
13383,I went to visit the zoo.,I went to visit the zoo. I didn't get to the see all of the animals but I saw my favorite one.,0
13384,Today I screamed really loud because I recieved a speeding ticket.,Today I screamed really loud because I recieved an acceptance letter.,1
13385,I put the top down on my convertable. It was a bright and sunny day.,I put the top down on my convertable.,0
13386,I went to fight in the UFC.,I went to fight in the UFC. I gained my first title belt.,1
13387,"When I drove on the highway, no one else was on the road.","When I drove on the highway, there was a lot of traffic.",0
13388,I took my fourth grade class to an Old West recreation town.,I took my fourth grade class to an Old West recreation town. Everyone behaved well.,1
13389,"I decided to book a few weeks on a cruise ship. The food was delicious, I saw incredible sights in the Caribbean, and I got a great tan.",I decided to book a few weeks on a cruise ship. I loved the food so much I gained five pounds.,0
13390,I forgot to go grocery shopping this week.  I had just enough food to get by.,I forgot to go grocery shopping this week.  My husband went instead.,1
13391,I slipped and fell into the water while wading in a pool.,I slipped and fell into the water while wading in a swamp.,0
13392,I got a sneak peek of the mid term exam from my teacher. ,I got a sneak peek of the new Marvel movie that's coming out. ,1
13393,I built a car from scratch.,I built a car from scratch. The battery keeps draining.,0
13394,Our school applied for a grant to upgrade our school's theater. We were denied and told we were permanently ineligible.,"Our school applied for a grant to upgrade our school's theater. We were denied, but we can apply again next year.",1
13395,I went to a birthday party for my friend and knew everyone there. ,I went to a birthday for my spouse's coworker and only knew a few people there. ,0
13396,"I started saving for a new guitar. I have the money i need, although the guitar is over my budget.",I started saving for a new guitar. I have the money i need because the guitar is on sale.,1
13397,I am surveying to falcons in my area. ,I am surveying to falcons in my area.  The falcons are becoming infected with an unknown illness.,0
